,longitude,latitude,buildingType
935,7.732264227647536,48.61698938676247,single_house
936,7.732261549915272,48.61759054816526,single_house
937,7.732209868844874,48.6168843141625,single_house
938,7.732289198568436,48.6168297940104,collective_house
939,7.73235533570587,48.61661449607658,collective_house
940,7.732666015532294,48.61624798871252,collective_house
941,7.733167996587967,48.61870072103595,collective_house
942,7.731951131463724,48.6187410270416,single_house
943,7.732086367304458,48.61880863885462,garage
944,7.733109292816795,48.61830745975666,collective_house
945,7.732726267031654,48.61921121607518,single_house
946,7.733448855948364,48.6228843046496,single_house
947,7.733497360179557,48.62251921953863,single_house
948,7.733718036569635,48.6216237264878,single_house
949,7.733773057727011,48.6218260938445,single_house
950,7.747654820747264,48.6230823349306,single_house
951,7.743777939541725,48.61606845031729,single_house
952,7.743634051363351,48.61502165709455,garage
953,7.743793241552821,48.61511353155002,single_house
954,7.743723435316668,48.61566240775353,single_house
955,7.743823879498072,48.61609545538076,single_house
956,7.732522047759559,48.62474866629011,commercial_building
957,7.733309133894267,48.63002521931555,single_house
958,7.73234327824144,48.63017848152685,single_house
959,7.732653900832456,48.63003496826813,single_house
960,7.732770060812559,48.63005859499212,single_house
961,7.733018962726367,48.63004869582689,single_house
962,7.731444549846192,48.63022079624697,single_house
963,7.728142144103717,48.6346513173538,commercial_building
964,7.729175000500005,48.63379025227173,single_house
965,7.729653071130642,48.63416053274793,single_house
966,7.729374419504155,48.63408600288516,single_house
967,7.730084888550665,48.63409470616134,single_house
968,7.729028794483899,48.63399250660305,single_house
969,7.728706923425912,48.63404134484348,single_house
970,7.728262900436746,48.63466363960949,commercial_building
971,7.728604623188846,48.63480415053056,single_house
972,7.729044302092798,48.63476504857236,single_house
973,7.745969163461955,48.6336225667257,single_house
974,7.729488904017609,48.63490056702916,single_house
975,7.729710240724879,48.63473227237319,single_house
976,7.728722186167455,48.63476613673377,single_house
977,7.729187615680373,48.6345007323867,single_house
978,7.728667189918808,48.63424837822608,single_house
979,7.729809273155948,48.6332874470712,single_house
980,7.729377706667777,48.63279997717049,single_house
981,7.730267097689438,48.63305838543067,single_house
982,7.729787985088014,48.6331423137292,single_house
983,7.729512386261304,48.63275587461935,single_house
984,7.729252061992377,48.63309423001311,single_house
985,7.729424713626062,48.63334959248009,single_house
986,7.729660741877272,48.63343392652703,single_house
987,7.731490179406067,48.63260244663021,single_house
988,7.73162750869018,48.63284299147976,single_house
989,7.731468150536696,48.63285473525376,single_house
990,7.731399600987542,48.63329900994583,single_house
991,7.731259772585477,48.633451452803,single_house
992,7.731232052165178,48.63382111281345,single_house
993,7.731474325478531,48.6330581426126,single_house
994,7.733992308419946,48.63310486595492,single_house
995,7.734992020513136,48.63288486049279,single_house
996,7.735169830949863,48.63289670724938,single_house
997,7.735276612544143,48.6326347372876,single_house
998,7.734677886905255,48.63249365879664,single_house
999,7.734734124935498,48.6323940998394,single_house
1000,7.734763641219391,48.63311021854782,single_house
1001,7.735138626714646,48.6330024792845,single_house
1002,7.736129483649662,48.63290987553021,single_house
1003,7.734871010505116,48.63312486853051,single_house
1004,7.735708988458057,48.6330554733739,single_house
1005,7.733749750237974,48.63249814928353,single_house
1006,7.734279949992167,48.63246804265116,single_house
1007,7.735963829179249,48.63279211337165,single_house
1008,7.733891730438051,48.63217440433692,single_house
1009,7.735804457878303,48.63172137610326,single_house
1010,7.736050267903019,48.6318756338071,single_house
1011,7.736172525695382,48.63208225830407,single_house
1012,7.736225694645275,48.63218549259577,single_house
1013,7.737238428307203,48.63409035373647,single_house
1014,7.735758734966147,48.63237404699278,single_house
1015,7.735288747793968,48.63173313081542,single_house
1016,7.735022547138726,48.63184104611008,single_house
1017,7.73472396343387,48.63184662174874,single_house
1018,7.735037868446349,48.63163498113741,single_house
1019,7.734200913500697,48.63102488586243,single_house
1020,7.734332441135276,48.63096107919153,single_house
1021,7.734834949201199,48.63113572400288,single_house
1022,7.747239298172211,48.62929963103561,single_house
1023,7.750300747679306,48.62526018953179,single_house
1024,7.750100897787332,48.62528979736332,single_house
1025,7.750355133277583,48.62407842780815,single_house
1026,7.749597408851542,48.62411679377313,collective_house
1027,7.750083700601362,48.62405322082741,collective_house
1028,7.748916783468584,48.62418091319606,single_house
1029,7.75062108085619,48.62437239165281,single_house
1030,7.750807498331312,48.62420995061849,single_house
1031,7.751185946360778,48.62435073314779,single_house
1032,7.754079869200446,48.63164517947666,single_house
1033,7.753850881800039,48.63136957078694,single_house
1034,7.754139461457108,48.63174732964911,single_house
1035,7.754115327150141,48.63207991219392,single_house
1036,7.754312364885077,48.63231804969295,single_house
1037,7.754130165759669,48.63237759550267,single_house
1038,7.754170582018602,48.63274724803404,single_house
1039,7.754025873393503,48.63151486967405,single_house
1040,7.753874691683382,48.62982386706874,collective_house
1041,7.754971979991577,48.63097144719164,collective_house
1042,7.75444498108358,48.62973020799139,collective_house
1043,7.754362220126326,48.63018882579738,collective_house
